query_id,query,ground_truth_uid,top1_uid,top1_score,top1_correct,topk_match,decision,latency_ms,num_candidates
217,"KUAJIEN DUER MAYOK, MICHAEL",SDN_28033_alt_44374,SDN_28033_alt_44374,1.0,True,True,is_match,22.65167236328125,3
218,"KUAJIEN DUER MAvOK, Michael",SDN_28033_alt_44374,SDN_28033_alt_44374,0.961538553237915,True,True,is_match,22.998809814453125,3
219,TEST PERSON 304,,SDN_11309,0.4989473819732666,,,no_match,21.997690200805664,3
220,"ZHONG CHENG HEAVY EQUIPMENT DEFENSE TECHNOLOGY CO., LTD",SDN_48381_alt_75940,SDN_48381_alt_75940,1.0,True,True,is_match,24.40190315246582,3
221,zhong cheng heavy equipment defense technology co ltd,SDN_48381_alt_75940,SDN_48381_alt_75940,1.0,True,True,is_match,23.11396598815918,3
222,"ZHONG CHENG HEAVY EQUIPMENT DEFENSE TECHNOLOGY CO., LTD",SDN_48381_alt_75940,SDN_48381_alt_75940,1.0,True,True,is_match,23.84495735168457,3
223,"ZHONG CHENG yEAVY EQUIPMENT DEFENSE TECHNOLOGY CO., LTD",SDN_48381_alt_75940,SDN_48381_alt_75940,0.948113203048706,True,True,is_match,24.096012115478516,3
224,TEST PERSON 910,,SDN_11309,0.4989473819732666,,,no_match,22.5830078125,3
225,"ZARQUN, Abd al Hadi",SDN_21204,SDN_21204,1.0,True,True,is_match,22.85313606262207,3
226,zarqun abd al hadi,SDN_21204,SDN_21204,1.0,True,True,is_match,22.491931915283203,3
227,"ZARQUN, ABD AL HADI",SDN_21204,SDN_21204,1.0,True,True,is_match,22.713899612426758,3
228,"ARQUN, Abd al Hadi",SDN_21204,SDN_21204,0.8771428465843201,True,True,review,149.4290828704834,3
229,EVAL USER 249,,SDN_15076,0.4930908977985382,,,no_match,22.018909454345703,3
230,LIMITED LIABILITY COMPANY TU RITEYL,SDN_50439,SDN_50439,1.0,True,True,is_match,94.62690353393555,3
231,limited liability company tu riteyl,SDN_50439,SDN_50439,1.0,True,True,is_match,90.62910079956055,3
232,LIMITED LIABILITY COMPANY TU RITEYL,SDN_50439,SDN_50439,1.0,True,True,is_match,90.77596664428711,3
233,LIMITED LIABILITYCOMPANY TU RITEYL,SDN_50439,SDN_50439,0.8202046155929565,True,True,review,155.95507621765137,3
234,EVAL PERSON 507,,SDN_15711,0.489230751991272,,,no_match,22.22728729248047,3
235,CERES SHIPPING LIMITED,SDN_51354,SDN_51354,1.0,True,True,is_match,23.04697036743164,3
236,ceres shipping limited,SDN_51354,SDN_51354,1.0,True,True,is_match,22.44400978088379,3
237,CERES SHIPPING LIMITED,SDN_51354,SDN_51354,1.0,True,True,is_match,22.58920669555664,3
238,CERESSHIPPING LIMITED,SDN_51354,SDN_16319_alt_26012,0.750568151473999,False,False,no_match,32.95111656188965,3
239,NONMATCH NAME 183,,SDN_7132,0.47238093614578247,,,no_match,22.66407012939453,3
240,"OLEINIK, Vladimir Nikolayevich",SDN_34460_alt_53953,SDN_34460_alt_53953,1.0,True,True,is_match,22.94611930847168,3
241,oleinik vladimir nikolayevich,SDN_34460_alt_53953,SDN_34460_alt_53953,1.0,True,True,is_match,22.884130477905273,3
242,"OLEINIK, VLADIMIR NIKOLAYEVICH",SDN_34460_alt_53953,SDN_34460_alt_53953,1.0,True,True,is_match,22.793054580688477,3
243,"OLEINIK, Vldimir Nikolayevich",SDN_34460_alt_53953,SDN_34460_alt_53953,0.9788219928741455,True,True,is_match,23.031949996948242,3
244,TEST ENTITY 308,,SDN_11222,0.5079460144042969,,,no_match,21.870851516723633,3
245,NARIA GENERAL TRADING LLC,SDN_26551,SDN_26551,1.0,True,True,is_match,22.43185043334961,3
246,naria general trading llc,SDN_26551,SDN_26551,1.0,True,True,is_match,22.78280258178711,3
247,NARIA GENERAL TRADING LLC,SDN_26551,SDN_26551,1.0,True,True,is_match,22.63808250427246,3
248,NARIA GENERAL TRADINGLLC,SDN_26551,SDN_26551,0.8773809671401978,True,True,review,22.120952606201172,3
249,EVAL NAME 185,,SDN_12469,0.47041741013526917,,,no_match,21.37303352355957,3
